miranda,time
40.5016,7.11752
40.5016,7.13355
40.5016,7.15044
40.5016,7.16737
40.5016,7.18443
40.5016,7.20041
40.5016,7.21729
40.5016,7.23383
40.5016,7.25032
40.5016,7.26756
40.5016,7.28433
40.5016,7.30033
40.5016,7.3174
40.5016,7.33374
40.5016,7.35076
40.2762,7.3682
40.2762,7.38372
40.2762,7.40138
40.2762,7.41727
40.2762,7.43359
40.2762,7.45019
40.2762,7.46723
40.2762,7.48362
40.2762,7.50082
40.2762,7.51728
40.2762,7.5347
40.2762,7.55026
40.2762,7.56715
40.2762,7.58433
40.2762,7.60031
40.2762,7.617
40.2762,7.63466
40.2762,7.65119
40.2762,7.66713
40.2762,7.68415
40.2762,7.70021
40.2762,7.71684
40.2762,7.73357
40.2762,7.75075
40.2762,7.76687
40.2762,7.7838
40.2762,7.8004
40.2762,7.81711
40.2762,7.83388
40.2762,7.85045
40.708,7.86719
40.708,7.88416
40.708,7.90054
40.708,7.91681
40.708,7.93433
40.708,7.95025
40.708,7.96698
40.708,7.9841
40.708,8.00035
40.708,8.01702
40.708,8.03363
40.708,8.05021
40.708,8.06787
40.708,8.08364
40.708,8.10029
40.708,8.11733
40.708,8.1339
40.708,8.15043
40.708,8.16684
40.708,8.18353
40.708,8.20121
40.708,8.21694
40.708,8.2347
40.708,8.2503
40.708,8.26763
40.708,8.28392
40.708,8.30076
